user_id,signup_date,group,activated,weekly_usage,retained_4w,paid,revenue,,,,,,
1989,00:08.6,treatment,0,1,1,0,0,,,,,,
1990,00:08.6,treatment,1,11,1,1,10.63335053,,,,,,
1991,00:08.6,treatment,0,1,1,1,6.639567845,,,,,,
1992,00:08.6,control,0,1,0,0,0,,,,,,
1993,00:08.6,control,1,4,0,1,12.5567964,,,,,,
1994,00:08.6,treatment,0,1,0,1,11.04197642,,,,,,
1995,00:08.6,treatment,0,3,1,0,0,,,,,,
1996,00:08.6,control,1,7,0,0,0,,,,,,
1997,00:08.6,treatment,1,5,0,0,0,,,,,,
1998,00:08.6,treatment,1,7,0,0,0,,,,,,
1999,00:08.6,control,0,0,1,0,0,,,,,,
2000,00:08.6,treatment,1,1,1,0,0,,,,,,
2001,00:08.6,treatment,0,2,0,0,0,,,,,,
2002,00:08.6,treatment,1,10,1,0,0,,,,,,
2003,00:08.6,control,1,6,1,1,9.16117547,,,,,,
2004,00:08.6,treatment,1,10,1,0,0,,,,,,
2005,00:08.6,treatment,1,6,0,0,0,,,,,,
2006,00:08.6,treatment,0,0,0,0,0,,,,,,
2007,00:08.6,control,0,1,1,0,0,,,,,,
2008,00:08.6,control,1,2,0,0,0,,,,,,
2009,00:08.6,treatment,1,5,0,0,0,,,,,,
2010,00:08.6,control,1,5,1,0,0,,,,,,
2011,00:08.6,treatment,1,3,1,0,0,,,,,,
2012,00:08.6,control,0,0,1,0,0,,,,,,
2013,00:08.6,control,1,1,0,0,0,,,,,,
2014,00:08.6,treatment,0,1,0,0,0,,,,,,
2015,00:08.6,treatment,1,4,0,0,0,,,,,,
2016,00:08.6,treatment,1,5,0,0,0,,,,,,
2017,00:08.6,control,1,3,0,0,0,,,,,,
2018,00:08.6,treatment,1,1,0,0,0,,,,,,
2019,00:08.6,control,1,4,0,0,0,,,,,,
2020,00:08.6,control,1,4,0,1,11.6467624,,,,,,
2021,00:08.6,treatment,1,8,1,0,0,,,,,,
2022,00:08.6,control,0,2,1,0,0,,,,,,
2023,00:08.6,treatment,0,2,0,0,0,,,,,,
2024,00:08.6,control,0,0,0,0,0,,,,,,
2025,00:08.6,treatment,0,1,0,0,0,,,,,,
2026,00:08.6,control,0,0,0,0,0,,,,,,
2027,00:08.6,control,1,2,1,0,0,,,,,,
2028,00:08.6,treatment,1,5,1,0,0,,,,,,
2029,00:08.6,control,1,5,1,0,0,,,,,,
2030,00:08.6,treatment,1,6,1,0,0,,,,,,
2031,00:08.6,control,0,2,0,0,0,,,,,,
2032,00:08.6,control,1,3,1,0,0,,,,,,
2033,00:08.6,control,0,1,0,0,0,,,,,,
2034,00:08.6,treatment,1,6,0,0,0,,,,,,
2035,00:08.6,treatment,1,7,0,1,12.54921692,,,,,,
2036,00:08.6,treatment,1,3,1,0,0,,,,,,
2037,00:08.6,treatment,0,1,0,0,0,,,,,,
2038,00:08.6,treatment,0,2,0,0,0,,,,,,
2039,00:08.6,control,0,0,1,0,0,,,,,,
2040,00:08.6,control,1,5,1,1,8.021559326,,,,,,
2041,00:08.6,treatment,1,4,0,1,11.61232599,,,,,,
2042,00:08.6,control,1,5,1,0,0,,,,,,
2043,00:08.6,control,0,2,1,1,10.05090889,,,,,,
2044,00:08.6,control,1,4,1,0,0,,,,,,
2045,00:08.6,control,1,6,1,0,0,,,,,,
2046,00:08.6,treatment,1,5,1,0,0,,,,,,
2047,00:08.6,control,0,1,0,0,0,,,,,,
2048,00:08.6,treatment,1,6,0,0,0,,,,,,
2049,00:08.6,treatment,0,0,0,0,0,,,,,,
2050,00:08.6,control,0,1,1,1,10.53145363,,,,,,
2051,00:08.6,treatment,0,1,1,0,0,,,,,,
2052,00:08.6,control,0,1,0,0,0,,,,,,
2053,00:08.6,control,1,7,1,0,0,,,,,,
2054,00:08.6,control,1,7,0,0,0,,,,,,
2055,00:08.6,treatment,0,2,0,0,0,,,,,,
2056,00:08.6,treatment,0,0,1,0,0,,,,,,
2057,00:08.6,treatment,0,0,0,0,0,,,,,,
2058,00:08.6,control,0,1,1,0,0,,,,,,
2059,00:08.6,control,1,5,1,1,9.503546307,,,,,,
2060,00:08.6,control,0,1,1,0,0,,,,,,
2061,00:08.6,treatment,1,6,0,0,0,,,,,,
2062,00:08.6,control,0,1,1,0,0,,,,,,
2063,00:08.6,control,1,4,1,0,0,,,,,,
2064,00:08.6,treatment,1,9,1,0,0,,,,,,
2065,00:08.6,treatment,1,11,0,1,11.08519697,,,,,,
2066,00:08.6,treatment,1,5,0,0,0,,,,,,
2067,00:08.6,control,1,5,1,0,0,,,,,,
2068,00:08.6,control,0,3,1,0,0,,,,,,
2069,00:08.6,control,0,0,1,0,0,,,,,,
2070,00:08.6,treatment,1,4,1,0,0,,,,,,
2071,00:08.6,treatment,0,1,0,0,0,,,,,,
2072,00:08.6,treatment,0,1,1,0,0,,,,,,
2073,00:08.6,treatment,0,0,0,0,0,,,,,,
2074,00:08.6,control,1,6,0,0,0,,,,,,
2075,00:08.6,control,0,4,1,0,0,,,,,,
2076,00:08.6,control,1,2,0,0,0,,,,,,
2077,00:08.6,control,0,1,1,0,0,,,,,,
2078,00:08.6,control,0,0,0,0,0,,,,,,
2079,00:08.6,control,0,1,0,0,0,,,,,,
2080,00:08.6,control,1,4,1,1,12.26334331,,,,,,
2081,00:08.6,control,1,3,1,0,0,,,,,,
2082,00:08.6,treatment,1,5,1,0,0,,,,,,
2083,00:08.6,treatment,0,0,1,0,0,,,,,,
2084,00:08.6,control,0,2,0,0,0,,,,,,
2085,00:08.6,treatment,1,6,1,0,0,,,,,,
2086,00:08.6,control,0,1,0,0,0,,,,,,
2087,00:08.6,control,1,6,0,0,0,,,,,,
2088,00:08.6,treatment,0,3,1,0,0,,,,,,
2089,00:08.6,control,0,1,1,1,12.23507046,,,,,,
2090,00:08.6,control,1,4,1,0,0,,,,,,
2091,00:08.6,control,0,0,1,0,0,,,,,,
2092,00:08.6,control,1,12,0,0,0,,,,,,
2093,00:08.6,control,1,6,0,1,11.77594382,,,,,,
2094,00:08.6,control,0,2,1,0,0,,,,,,
2095,00:08.6,control,1,4,0,0,0,,,,,,
2096,00:08.6,treatment,0,1,1,0,0,,,,,,
2097,00:08.6,treatment,1,6,0,1,12.38186255,,,,,,
2098,00:08.6,control,1,4,1,0,0,,,,,,
2099,00:08.6,treatment,1,5,0,0,0,,,,,,
2100,00:08.6,control,0,0,0,0,0,,,,,,
2101,00:08.6,control,0,1,0,0,0,,,,,,
2102,00:08.6,control,0,1,0,0,0,,,,,,
2103,00:08.6,control,1,5,1,0,0,,,,,,
2104,00:08.6,treatment,0,1,1,0,0,,,,,,
2105,00:08.6,treatment,0,0,0,0,0,,,,,,
2106,00:08.6,treatment,1,7,1,0,0,,,,,,
2107,00:08.6,treatment,1,5,0,0,0,,,,,,
2108,00:08.6,control,0,1,1,0,0,,,,,,
2109,00:08.6,treatment,1,5,0,0,0,,,,,,
2110,00:08.6,control,1,4,0,0,0,,,,,,
2111,00:08.6,control,1,7,0,0,0,,,,,,
2112,00:08.6,treatment,1,4,0,0,0,,,,,,
2113,00:08.6,control,1,4,0,0,0,,,,,,
2114,00:08.6,treatment,0,2,0,0,0,,,,,,
2115,00:08.6,treatment,1,1,1,0,0,,,,,,
2116,00:08.6,treatment,0,3,1,0,0,,,,,,
2117,00:08.6,treatment,1,1,0,0,0,,,,,,
2118,00:08.6,treatment,1,5,1,1,11.93612219,,,,,,
2119,00:08.6,control,0,1,0,0,0,,,,,,
2120,00:08.6,treatment,1,4,0,1,8.539204767,,,,,,
2121,00:08.6,treatment,1,4,1,0,0,,,,,,
2122,00:08.6,control,0,2,0,0,0,,,,,,
2123,00:08.6,treatment,1,7,1,0,0,,,,,,
2124,00:08.6,treatment,0,2,0,0,0,,,,,,
2125,00:08.6,control,1,8,0,0,0,,,,,,
2126,00:08.6,control,1,3,1,1,10.21165022,,,,,,
2127,00:08.6,treatment,1,4,0,1,12.64379293,,,,,,
2128,00:08.6,control,0,2,0,0,0,,,,,,
2129,00:08.6,treatment,1,6,0,0,0,,,,,,
2130,00:08.6,control,0,1,1,0,0,,,,,,
2131,00:08.6,treatment,0,0,0,0,0,,,,,,
2132,00:08.6,treatment,0,2,0,0,0,,,,,,
2133,00:08.6,treatment,0,1,0,0,0,,,,,,
2134,00:08.6,control,1,3,0,0,0,,,,,,
2135,00:08.6,treatment,1,5,1,0,0,,,,,,
2136,00:08.6,control,0,0,0,0,0,,,,,,
2137,00:08.6,treatment,0,1,0,0,0,,,,,,
2138,00:08.6,treatment,1,6,0,0,0,,,,,,
2139,00:08.6,treatment,1,5,0,0,0,,,,,,
2140,00:08.6,treatment,1,5,1,0,0,,,,,,
2141,00:08.6,treatment,1,6,0,1,11.36154562,,,,,,
2142,00:08.6,control,0,0,1,0,0,,,,,,
2143,00:08.6,control,1,5,1,0,0,,,,,,
2144,00:08.6,control,1,6,1,1,8.446500316,,,,,,
2145,00:08.6,treatment,1,6,0,0,0,,,,,,
2146,00:08.6,treatment,1,6,0,0,0,,,,,,
2147,00:08.6,control,1,4,0,0,0,,,,,,
2148,00:08.6,treatment,1,7,0,0,0,,,,,,
2149,00:08.6,treatment,1,6,0,0,0,,,,,,
2150,00:08.6,treatment,1,3,1,0,0,,,,,,
2151,00:08.6,control,0,1,0,0,0,,,,,,
2152,00:08.6,control,1,4,1,0,0,,,,,,
2153,00:08.6,control,1,9,0,0,0,,,,,,
2154,00:08.6,control,0,2,0,0,0,,,,,,
2155,00:08.6,control,0,3,0,0,0,,,,,,
2156,00:08.6,treatment,1,9,0,0,0,,,,,,
2157,00:08.6,treatment,1,5,0,0,0,,,,,,
2158,00:08.6,treatment,0,0,0,0,0,,,,,,
2159,00:08.6,treatment,0,2,0,0,0,,,,,,
2160,00:08.6,control,1,3,0,0,0,,,,,,
2161,00:08.6,control,1,5,0,0,0,,,,,,
2162,00:08.6,treatment,0,1,0,1,8.8381155,,,,,,
2163,00:08.6,control,1,3,0,0,0,,,,,,
2164,00:08.6,treatment,1,7,0,0,0,,,,,,
2165,00:08.6,treatment,1,3,1,0,0,,,,,,
2166,00:08.6,treatment,0,1,0,0,0,,,,,,
2167,00:08.6,treatment,1,8,1,0,0,,,,,,
2168,00:08.6,control,1,3,1,0,0,,,,,,
2169,00:08.6,treatment,0,1,0,0,0,,,,,,
2170,00:08.6,control,1,6,1,1,10.15427419,,,,,,
2171,00:08.6,treatment,1,5,0,0,0,,,,,,
2172,00:08.6,treatment,0,0,0,0,0,,,,,,
2173,00:08.6,treatment,1,10,0,0,0,,,,,,
2174,00:08.6,treatment,0,0,0,0,0,,,,,,
2175,00:08.6,control,0,0,0,0,0,,,,,,
2176,00:08.6,treatment,1,3,0,0,0,,,,,,
2177,00:08.6,control,1,5,1,0,0,,,,,,
2178,00:08.6,treatment,1,2,0,0,0,,,,,,
2179,00:08.6,treatment,1,6,1,1,11.74945261,,,,,,
2180,00:08.6,treatment,0,2,1,0,0,,,,,,
2181,00:08.6,control,0,3,0,0,0,,,,,,
2182,00:08.6,treatment,0,0,0,0,0,,,,,,
2183,00:08.6,treatment,1,2,0,0,0,,,,,,
2184,00:08.6,treatment,0,1,0,0,0,,,,,,
2185,00:08.6,treatment,0,0,1,0,0,,,,,,
2186,00:08.6,treatment,1,7,0,0,0,,,,,,
2187,00:08.6,control,0,1,0,0,0,,,,,,
2188,00:08.6,control,1,6,1,1,11.77472245,,,,,,
2189,00:08.6,treatment,1,9,0,0,0,,,,,,
2190,00:08.6,treatment,1,4,0,1,13.98359218,,,,,,
2191,00:08.6,control,1,4,0,0,0,,,,,,
2192,00:08.6,treatment,1,4,0,1,11.39431703,,,,,,
2193,00:08.6,control,0,1,0,0,0,,,,,,
2194,00:08.6,treatment,0,0,0,0,0,,,,,,
2195,00:08.6,treatment,1,9,1,0,0,,,,,,
2196,00:08.6,control,0,1,0,0,0,,,,,,
2197,00:08.6,treatment,1,6,0,0,0,,,,,,
2198,00:08.6,control,1,4,0,0,0,,,,,,
2199,00:08.6,control,1,6,1,1,9.378204794,,,,,,
2200,00:08.6,control,1,3,0,0,0,,,,,,
2201,00:08.6,treatment,1,8,0,0,0,,,,,,
2202,00:08.6,control,0,2,1,1,14.15068871,,,,,,
2203,00:08.6,control,0,1,0,0,0,,,,,,
2204,00:08.6,treatment,1,4,0,0,0,,,,,,
2205,00:08.6,treatment,0,0,0,0,0,,,,,,
2206,00:08.6,treatment,1,2,0,0,0,,,,,,
2207,00:08.6,treatment,1,7,1,0,0,,,,,,
2208,00:08.6,treatment,1,5,0,0,0,,,,,,
2209,00:08.6,treatment,0,1,0,1,10.89589896,,,,,,
2210,00:08.6,control,1,8,0,0,0,,,,,,
2211,00:08.6,treatment,0,0,0,0,0,,,,,,
2212,00:08.6,control,1,4,1,0,0,,,,,,
2213,00:08.6,treatment,1,4,1,0,0,,,,,,
2214,00:08.6,control,0,2,0,0,0,,,,,,
2215,00:08.6,control,0,0,0,0,0,,,,,,
2216,00:08.6,treatment,0,3,1,0,0,,,,,,
2217,00:08.6,treatment,0,1,0,1,12.18254379,,,,,,
2218,00:08.6,control,1,8,0,1,7.804375361,,,,,,
2219,00:08.6,treatment,0,2,0,0,0,,,,,,
2220,00:08.6,treatment,0,0,1,0,0,,,,,,
2221,00:08.6,control,1,1,0,0,0,,,,,,
2222,00:08.6,control,1,3,0,0,0,,,,,,
2223,00:08.6,control,1,5,0,0,0,,,,,,
2224,00:08.6,treatment,1,1,0,0,0,,,,,,
2225,00:08.6,treatment,0,2,1,0,0,,,,,,
2226,00:08.6,treatment,0,0,0,0,0,,,,,,
2227,00:08.6,treatment,1,6,0,0,0,,,,,,
2228,00:08.6,control,1,5,0,0,0,,,,,,
2229,00:08.6,treatment,0,2,0,0,0,,,,,,
2230,00:08.6,control,0,1,0,0,0,,,,,,
2231,00:08.6,treatment,0,3,1,0,0,,,,,,
2232,00:08.6,treatment,1,5,0,0,0,,,,,,
2233,00:08.6,control,1,5,0,0,0,,,,,,
2234,00:08.6,treatment,0,0,0,0,0,,,,,,
2235,00:08.6,treatment,1,5,0,0,0,,,,,,
2236,00:08.6,control,0,0,0,0,0,,,,,,
2237,00:08.6,treatment,0,1,0,0,0,,,,,,
2238,00:08.6,control,0,0,0,0,0,,,,,,
2239,00:08.6,control,0,0,1,0,0,,,,,,
2240,00:08.6,control,1,4,0,0,0,,,,,,
2241,00:08.6,control,0,2,0,0,0,,,,,,
2242,00:08.6,treatment,1,4,0,0,0,,,,,,
2243,00:08.6,treatment,0,1,1,0,0,,,,,,
2244,00:08.6,treatment,0,2,0,0,0,,,,,,
2245,00:08.6,control,1,4,1,1,10.23500127,,,,,,
2246,00:08.6,treatment,0,2,0,0,0,,,,,,
2247,00:08.6,treatment,1,4,1,0,0,,,,,,
2248,00:08.6,treatment,1,5,0,0,0,,,,,,
2249,00:08.6,treatment,1,3,1,0,0,,,,,,
2250,00:08.6,control,1,3,1,0,0,,,,,,
2251,00:08.6,control,1,4,0,0,0,,,,,,
2252,00:08.6,treatment,0,0,0,0,0,,,,,,
2253,00:08.6,control,1,6,0,1,7.738387586,,,,,,
2254,00:08.6,treatment,0,2,1,1,10.8489985,,,,,,
2255,00:08.6,treatment,1,7,1,0,0,,,,,,
2256,00:08.6,treatment,1,8,0,0,0,,,,,,
2257,00:08.6,control,0,2,0,0,0,,,,,,
2258,00:08.6,treatment,1,7,1,0,0,,,,,,
2259,00:08.6,control,1,4,0,0,0,,,,,,
2260,00:08.6,control,0,3,0,0,0,,,,,,
2261,00:08.6,treatment,0,3,0,0,0,,,,,,
2262,00:08.6,control,1,6,0,0,0,,,,,,
2263,00:08.6,control,0,1,1,0,0,,,,,,
2264,00:08.6,treatment,1,2,0,0,0,,,,,,
2265,00:08.6,control,0,2,1,0,0,,,,,,
2266,00:08.6,control,0,2,0,0,0,,,,,,
2267,00:08.6,treatment,0,2,0,0,0,,,,,,
2268,00:08.6,treatment,1,10,0,0,0,,,,,,
2269,00:08.6,control,1,5,1,0,0,,,,,,
2270,00:08.6,treatment,0,0,0,0,0,,,,,,
2271,00:08.6,treatment,0,1,0,0,0,,,,,,
2272,00:08.6,control,1,6,0,0,0,,,,,,
2273,00:08.6,control,0,2,0,0,0,,,,,,
2274,00:08.6,treatment,1,3,0,0,0,,,,,,
2275,00:08.6,control,0,0,0,0,0,,,,,,
2276,00:08.6,treatment,1,4,1,0,0,,,,,,
2277,00:08.6,treatment,0,1,0,0,0,,,,,,
2278,00:08.6,control,1,4,1,0,0,,,,,,
2279,00:08.6,control,0,1,0,0,0,,,,,,
2280,00:08.6,treatment,1,5,0,0,0,,,,,,
2281,00:08.6,treatment,1,9,0,0,0,,,,,,
2282,00:08.6,treatment,0,3,1,0,0,,,,,,
2283,00:08.6,treatment,0,0,0,0,0,,,,,,
2284,00:08.6,control,1,8,0,0,0,,,,,,
2285,00:08.6,treatment,0,0,1,0,0,,,,,,
2286,00:08.6,control,0,0,0,0,0,,,,,,
2287,00:08.6,control,0,2,1,0,0,,,,,,
2288,00:08.6,treatment,1,5,0,1,13.96249537,,,,,,
2289,00:08.6,control,0,1,1,0,0,,,,,,
2290,00:08.6,control,1,3,0,0,0,,,,,,
2291,00:08.6,treatment,0,1,1,0,0,,,,,,
2292,00:08.6,control,1,4,0,0,0,,,,,,
2293,00:08.6,control,0,0,0,0,0,,,,,,
2294,00:08.6,treatment,1,4,0,0,0,,,,,,
2295,00:08.6,treatment,1,4,1,0,0,,,,,,
2296,00:08.6,treatment,1,4,0,0,0,,,,,,
2297,00:08.6,treatment,0,0,1,0,0,,,,,,
2298,00:08.6,treatment,1,5,0,0,0,,,,,,
2299,00:08.6,treatment,0,1,0,0,0,,,,,,
2300,00:08.6,treatment,0,0,0,0,0,,,,,,
2301,00:08.6,control,0,0,0,0,0,,,,,,
2302,00:08.6,control,1,6,1,0,0,,,,,,
2303,00:08.6,treatment,1,6,0,0,0,,,,,,
2304,00:08.6,control,1,5,1,0,0,,,,,,
2305,00:08.6,control,1,5,1,0,0,,,,,,
2306,00:08.6,treatment,0,0,1,0,0,,,,,,
2307,00:08.6,control,0,0,0,0,0,,,,,,
2308,00:08.6,treatment,1,6,0,0,0,,,,,,
2309,00:08.6,control,0,2,0,0,0,,,,,,
2310,00:08.6,treatment,1,2,0,0,0,,,,,,
2311,00:08.6,control,1,2,0,0,0,,,,,,
2312,00:08.6,control,1,3,1,0,0,,,,,,
2313,00:08.6,control,0,2,0,0,0,,,,,,
2314,00:08.6,treatment,1,5,0,0,0,,,,,,
2315,00:08.6,control,0,1,0,0,0,,,,,,
2316,00:08.6,control,0,1,1,0,0,,,,,,
2317,00:08.6,treatment,1,3,1,0,0,,,,,,
2318,00:08.6,treatment,1,5,1,0,0,,,,,,
2319,00:08.6,control,1,3,0,0,0,,,,,,
2320,00:08.6,control,0,2,1,0,0,,,,,,
2321,00:08.6,control,1,3,0,0,0,,,,,,
2322,00:08.6,control,1,9,1,0,0,,,,,,
2323,00:08.6,treatment,1,6,0,0,0,,,,,,
2324,00:08.6,control,1,1,0,1,13.48463119,,,,,,
2325,00:08.6,control,1,5,1,0,0,,,,,,
2326,00:08.6,treatment,0,1,0,0,0,,,,,,
2327,00:08.6,control,0,2,1,0,0,,,,,,
2328,00:08.6,control,0,0,1,1,11.10829093,,,,,,
2329,00:08.6,control,1,4,0,1,11.51038479,,,,,,
2330,00:08.6,treatment,0,2,1,0,0,,,,,,
2331,00:08.6,treatment,1,2,0,0,0,,,,,,
2332,00:08.6,control,0,2,1,1,7.458568789,,,,,,
2333,00:08.6,control,0,2,0,1,8.937213484,,,,,,
2334,00:08.6,treatment,1,5,0,0,0,,,,,,
2335,00:08.6,control,1,5,1,0,0,,,,,,
2336,00:08.6,control,0,0,0,0,0,,,,,,
2337,00:08.6,treatment,1,2,0,0,0,,,,,,
2338,00:08.6,treatment,0,1,1,0,0,,,,,,
2339,00:08.6,treatment,1,5,0,0,0,,,,,,
2340,00:08.6,control,1,6,0,0,0,,,,,,
2341,00:08.6,control,1,6,0,0,0,,,,,,
2342,00:08.6,control,0,0,0,0,0,,,,,,
2343,00:08.6,control,1,4,1,0,0,,,,,,
2344,00:08.6,treatment,0,1,1,0,0,,,,,,
2345,00:08.6,control,0,2,0,1,10.98418098,,,,,,
2346,00:08.6,control,0,0,1,0,0,,,,,,
2347,00:08.6,treatment,1,8,0,0,0,,,,,,
2348,00:08.6,treatment,0,0,0,0,0,,,,,,
2349,00:08.6,control,1,3,0,0,0,,,,,,
2350,00:08.6,treatment,1,5,0,0,0,,,,,,
2351,00:08.6,treatment,0,0,0,0,0,,,,,,
2352,00:08.6,control,0,1,0,0,0,,,,,,
2353,00:08.6,control,1,9,1,0,0,,,,,,
2354,00:08.6,control,1,8,1,0,0,,,,,,
2355,00:08.6,control,1,1,0,0,0,,,,,,
2356,00:08.6,treatment,0,1,0,0,0,,,,,,
2357,00:08.6,treatment,0,1,1,0,0,,,,,,
2358,00:08.6,control,1,3,0,0,0,,,,,,
2359,00:08.6,control,0,0,1,0,0,,,,,,
2360,00:08.6,treatment,0,1,0,0,0,,,,,,
2361,00:08.6,control,1,4,0,1,12.9252866,,,,,,
2362,00:08.6,control,0,1,0,0,0,,,,,,
2363,00:08.6,control,0,6,0,0,0,,,,,,
2364,00:08.6,control,0,0,1,0,0,,,,,,
2365,00:08.6,treatment,0,1,1,0,0,,,,,,
2366,00:08.6,control,1,3,0,0,0,,,,,,
2367,00:08.6,treatment,1,5,0,1,9.361355383,,,,,,
2368,00:08.6,control,1,8,0,0,0,,,,,,
2369,00:08.6,control,0,0,0,1,10.09366718,,,,,,
2370,00:08.6,treatment,0,1,1,0,0,,,,,,
2371,00:08.6,control,0,1,0,0,0,,,,,,
2372,00:08.6,treatment,1,4,1,1,9.459696358,,,,,,
2373,00:08.6,control,0,3,1,1,11.18304382,,,,,,
2374,00:08.6,control,0,1,1,0,0,,,,,,
2375,00:08.6,control,1,3,0,0,0,,,,,,
2376,00:08.6,control,1,7,0,1,10.17253771,,,,,,
2377,00:08.6,control,0,0,0,0,0,,,,,,
2378,00:08.6,treatment,1,5,1,1,8.642475626,,,,,,
2379,00:08.6,treatment,1,1,0,1,10.66443395,,,,,,
2380,00:08.6,control,1,6,0,0,0,,,,,,
2381,00:08.6,control,1,2,0,0,0,,,,,,
2382,00:08.6,treatment,1,3,0,0,0,,,,,,
2383,00:08.6,treatment,0,0,0,0,0,,,,,,
2384,00:08.6,control,0,1,0,0,0,,,,,,
2385,00:08.6,control,1,3,0,0,0,,,,,,
2386,00:08.6,treatment,0,1,1,0,0,,,,,,
2387,00:08.6,control,1,2,0,0,0,,,,,,
2388,00:08.6,treatment,0,3,1,0,0,,,,,,
2389,00:08.6,control,1,6,0,1,10.81744147,,,,,,
2390,00:08.6,treatment,0,1,0,0,0,,,,,,
2391,00:08.6,treatment,0,0,0,0,0,,,,,,
2392,00:08.6,control,0,2,0,0,0,,,,,,
2393,00:08.6,treatment,1,5,0,1,11.27211794,,,,,,
2394,00:08.6,control,0,1,0,0,0,,,,,,
2395,00:08.6,control,1,7,1,0,0,,,,,,
2396,00:08.6,control,0,1,1,0,0,,,,,,
2397,00:08.6,control,0,0,1,0,0,,,,,,
2398,00:08.6,treatment,1,4,1,1,13.35790802,,,,,,
2399,00:08.6,control,0,0,0,0,0,,,,,,
2400,00:08.6,control,1,6,0,0,0,,,,,,
2401,00:08.6,control,1,4,1,1,10.48166515,,,,,,
2402,00:08.6,control,1,3,1,0,0,,,,,,
2403,00:08.6,treatment,0,1,1,0,0,,,,,,
2404,00:08.6,control,1,4,0,0,0,,,,,,
2405,00:08.6,treatment,1,8,0,0,0,,,,,,
2406,00:08.6,treatment,1,7,0,0,0,,,,,,
2407,00:08.6,treatment,0,0,0,0,0,,,,,,
2408,00:08.6,control,0,1,0,0,0,,,,,,
2409,00:08.6,control,0,2,0,0,0,,,,,,
2410,00:08.6,control,1,6,0,0,0,,,,,,
2411,00:08.6,control,0,0,1,0,0,,,,,,
2412,00:08.6,treatment,1,8,0,0,0,,,,,,
2413,00:08.6,treatment,1,2,1,0,0,,,,,,
2414,00:08.6,control,0,2,0,0,0,,,,,,
2415,00:08.6,control,0,0,0,0,0,,,,,,
2416,00:08.6,control,0,1,0,0,0,,,,,,
2417,00:08.6,control,1,6,0,0,0,,,,,,
2418,00:08.6,control,1,9,0,1,6.781586289,,,,,,
2419,00:08.6,control,0,0,0,0,0,,,,,,
2420,00:08.6,control,1,8,0,0,0,,,,,,
2421,00:08.6,treatment,1,5,1,0,0,,,,,,
2422,00:08.6,treatment,1,9,0,0,0,,,,,,
2423,00:08.6,treatment,1,9,0,0,0,,,,,,
2424,00:08.6,treatment,0,1,0,0,0,,,,,,
2425,00:08.6,control,0,0,1,0,0,,,,,,
2426,00:08.6,control,1,4,0,0,0,,,,,,
2427,00:08.6,control,1,15,1,0,0,,,,,,
2428,00:08.6,control,1,5,1,0,0,,,,,,
2429,00:08.6,control,1,4,0,0,0,,,,,,
2430,00:08.6,treatment,0,0,0,0,0,,,,,,
2431,00:08.6,control,0,1,0,0,0,,,,,,
2432,00:08.6,treatment,1,6,1,0,0,,,,,,
2433,00:08.6,control,1,5,0,1,12.7290963,,,,,,
2434,00:08.6,treatment,0,2,0,0,0,,,,,,
2435,00:08.6,control,0,0,1,0,0,,,,,,
2436,00:08.6,treatment,1,6,1,0,0,,,,,,
2437,00:08.6,control,0,3,0,0,0,,,,,,
2438,00:08.6,control,0,0,1,1,9.428021092,,,,,,
2439,00:08.6,control,0,2,0,0,0,,,,,,
2440,00:08.6,control,1,5,0,1,12.52687117,,,,,,
2441,00:08.6,treatment,0,0,0,0,0,,,,,,
2442,00:08.6,control,0,3,1,0,0,,,,,,
2443,00:08.6,treatment,0,2,0,0,0,,,,,,
2444,00:08.6,control,1,3,0,0,0,,,,,,
2445,00:08.6,treatment,1,4,0,0,0,,,,,,
2446,00:08.6,control,0,0,0,0,0,,,,,,
2447,00:08.6,control,1,5,1,0,0,,,,,,
2448,00:08.6,treatment,0,0,1,0,0,,,,,,
2449,00:08.6,control,0,0,1,0,0,,,,,,
2450,00:08.6,control,1,5,1,1,12.64416244,,,,,,
2451,00:08.6,treatment,1,4,0,0,0,,,,,,
2452,00:08.6,control,0,0,0,0,0,,,,,,
2453,00:08.6,treatment,1,7,0,0,0,,,,,,
2454,00:08.6,control,0,0,0,0,0,,,,,,
2455,00:08.6,treatment,0,2,0,0,0,,,,,,
2456,00:08.6,treatment,0,0,0,0,0,,,,,,
2457,00:08.6,treatment,1,4,0,0,0,,,,,,
2458,00:08.6,treatment,0,0,0,0,0,,,,,,
2459,00:08.6,control,1,11,0,0,0,,,,,,
2460,00:08.6,control,0,1,1,1,14.74675905,,,,,,
2461,00:08.6,treatment,0,0,1,0,0,,,,,,
2462,00:08.6,control,0,0,0,0,0,,,,,,
2463,00:08.6,control,1,7,0,0,0,,,,,,
2464,00:08.6,control,0,1,1,0,0,,,,,,
2465,00:08.6,treatment,0,0,0,0,0,,,,,,
2466,00:08.6,control,0,0,0,0,0,,,,,,
2467,00:08.6,control,1,6,0,0,0,,,,,,
2468,00:08.6,treatment,0,0,0,0,0,,,,,,
2469,00:08.6,control,0,1,0,0,0,,,,,,
2470,00:08.6,treatment,1,2,0,0,0,,,,,,
2471,00:08.6,treatment,1,3,0,1,12.87854968,,,,,,
2472,00:08.6,treatment,0,1,0,0,0,,,,,,
2473,00:08.6,control,0,2,0,0,0,,,,,,
2474,00:08.6,control,1,2,0,0,0,,,,,,
2475,00:08.6,treatment,1,4,0,1,8.979583633,,,,,,
2476,00:08.6,treatment,1,5,1,1,11.4374426,,,,,,
2477,00:08.6,treatment,1,7,0,0,0,,,,,,
